Merge Scenario Identifier;Project;Conflicting Merged File;Summary Conflict-related Left Changes;Summary Conflict-related Right Changes;Unstructured Merge Conflict Classification;Semistructured Merge Conflict Classification;Justificative
a3a772cc287e7f753f70f81b6af5fadae9d9ecc8;RDIProject7;https://github.com/spgroup/s3m/blob/master/isi/manualAnalysis_fnss/a3a772cc287e7f753f70f81b6af5fadae9d9ecc8/WebPage;https://github.com/spgroup/s3m/blob/master/isi/manualAnalysis_fnss/a3a772cc287e7f753f70f81b6af5fadae9d9ecc8/WebPage/WebPage.java#L9;;;;;;

